age,male,edu,time_served,charges,n_theft,n_sex_abuse
42,1,12,0,0,0,0
25,1,12,0,1,0,0
39,1,11,1,1,5,0
28,0,11,0,0,3,0
57,1,12,0,0,0,0
27,1,17,0,0,3,0
47,1,12,0,1,0,0
33,1,12,0,1,0,0
39,1,17,0,0,20,0
53,1,9,0,0,10,0
30,1,11,0,0,20,0
43,0,10,0,0,0,0
31,1,11,0,0,5,0
23,1,12,0,0,1,0
29,1,15,0,0,2,0
48,1,10,0,0,2,0
27,1,10,0,0,0,0
48,1,6,0,0,0,0
26,1,10,0,0,0,0
29,1,12,1,0,0,0
48,1,17,0,1,0,0
53,1,12,0,0,4,0
33,1,12,0,0,0,0
35,1,9,0,0,0,0
42,1,12,0,1,1,0
50,1,10,0,0,20,0
33,1,11,0,0,10,0
28,1,12,0,0,0,0
34,1,17,0,0,5,0
49,1,12,0,0,0,0
37,1,11,1,1,0,0
23,1,11,0,0,4,0
25,1,11,0,0,4,0
36,0,12,1,0,1,0
36,1,12,0,0,2,0
48,1,10,0,0,0,0
27,0,11,0,0,4,0
59,1,12,0,0,0,0
54,1,12,0,1,0,0
48,1,12,0,0,0,0
31,1,12,0,1,0,0
31,1,10,0,0,3,0
45,1,10,0,0,5,0
31,1,12,0,0,1,0
49,1,12,0,1,0,0
48,1,12,0,0,0,0
27,1,9,0,0,0,0
34,1,9,0,0,0,0
36,0,12,0,0,0,0
34,1,12,0,0,0,0
34,1,13,1,1,0,0
28,1,17,0,0,0,0
26,1,12,0,1,6,0
36,1,10,0,1,6,0
36,1,12,0,0,2,0
24,1,12,0,1,4,0
26,1,9,0,1,8,0
34,1,9,1,1,0,0
29,1,12,0,0,1,0
42,1,12,1,1,10,0
22,1,10,1,0,0,0
27,1,12,1,0,10,0
24,1,12,0,1,0,0
24,1,11,0,1,3,0
27,1,12,0,0,8,0
37,1,14,0,1,5,0
52,1,9,0,0,3,0
28,1,11,0,0,4,0
37,1,10,0,0,2,0
29,1,11,0,0,3,0
35,1,12,1,0,20,0
39,1,12,0,0,3,0
32,1,10,1,0,0,0
42,1,8,0,0,0,0
40,1,12,0,0,0,0
36,1,9,0,0,0,0
30,1,11,0,0,3,0
51,1,12,0,0,1,0
38,1,9,0,0,0,0
42,1,9,0,0,1,0
24,1,9,0,0,80,3
24,1,9,1,0,0,0
38,1,12,0,0,1,0
44,1,12,0,0,0,0
38,1,12,0,0,3,0
38,1,12,0,0,1,0
43,1,10,0,0,0,0
51,1,17,0,0,0,0
58,1,12,0,0,0,0
44,1,12,0,0,10,0
50,1,12,1,0,0,0
27,1,12,0,0,11,0
56,1,17,1,0,4,0
30,1,11,0,0,0,0
31,1,12,0,0,10,0
27,1,12,0,0,2,0
22,1,12,1,0,10,0
35,1,10,0,0,1,0
29,1,12,1,0,0,0
26,1,12,0,1,0,0
33,1,12,0,0,0,0
54,1,12,0,0,1,0
23,1,12,0,1,0,0
49,1,9,0,0,0,0
33,1,12,0,0,3,0
26,1,11,0,0,0,0
37,1,12,0,0,5,0
45,1,12,0,0,24,0
28,1,9,0,0,1,0
33,1,12,0,0,4,0
35,1,12,0,0,2,0
26,1,11,0,0,0,0
32,1,12,0,0,0,0
28,1,10,0,0,0,0
24,1,12,0,0,0,0
53,1,12,0,0,5,0
24,1,10,0,0,0,0
34,1,10,0,0,0,0
20,1,10,0,0,0,0
22,1,12,0,0,0,0
36,1,12,0,0,0,0
38,1,9,1,1,0,0
33,1,11,0,0,1,0
39,1,12,0,0,0,0
60,1,12,0,0,1,0
24,1,12,0,0,0,0
33,1,9,0,0,3,0
45,1,12,0,0,4,0
36,1,12,1,0,4,0
30,1,12,0,0,1,0
41,1,16,0,0,0,0
29,1,12,0,0,2,0
63,1,17,1,1,0,0
34,1,12,0,0,0,0
38,1,17,0,0,0,0
35,1,12,0,0,0,0
44,1,12,1,0,0,0
49,1,22,0,0,0,0
41,1,11,0,0,2,0
48,1,12,0,0,0,0
45,1,10,0,0,5,0
51,1,9,0,0,0,0
23,1,9,0,0,0,0
47,1,10,1,0,0,0
24,1,11,0,0,1,0
21,1,12,0,0,0,0
57,1,11,0,0,0,0
28,1,10,0,0,0,0
39,1,11,0,0,3,0
33,1,10,0,0,0,0
52,1,12,0,0,5,0
36,1,13,0,0,0,0
20,1,9,1,0,7,0
30,1,9,0,0,0,0
20,1,12,0,0,0,0
29,1,11,0,1,2,0
36,1,10,0,0,8,0
28,1,10,0,0,0,0
33,1,10,1,0,0,0
43,1,12,0,0,3,0
46,1,12,1,0,0,0
27,1,12,0,0,1,0
25,1,9,1,0,0,0
31,1,12,0,0,0,0
45,1,12,0,0,0,0
50,1,7,0,0,20,0
46,1,12,0,0,0,0
41,1,17,0,0,0,0
50,1,12,0,0,0,0
31,1,9,0,0,0,0
48,1,12,0,0,1,0
42,1,12,0,0,2,0
38,1,12,0,0,0,0
43,1,7,0,0,0,0
47,1,10,0,1,2,0
33,1,10,1,0,1,0
52,1,10,0,0,7,0
35,1,12,0,0,0,0
35,1,12,0,0,4,0
40,1,9,0,1,0,0
28,1,9,0,0,0,0
36,1,12,1,0,0,0
32,1,10,0,0,1,0
27,1,12,0,0,0,0
50,1,11,0,0,17,0
23,1,9,0,0,0,0
21,1,7,0,0,0,0
38,1,12,0,0,0,0
24,1,10,0,0,0,0
40,1,10,0,0,0,0
32,1,10,0,0,2,0
32,1,12,1,0,0,0
26,1,9,0,0,10,0
61,1,12,1,0,6,0
46,1,10,1,0,0,0
38,1,17,0,0,0,0
25,1,12,0,0,3,0
31,1,9,0,0,10,0
36,1,11,0,0,4,0
69,1,6,0,0,3,0
54,1,10,0,0,0,0
29,1,12,0,0,1,0
29,1,7,0,0,0,0
30,1,12,1,0,1,0
27,1,12,0,0,1,1
26,1,4,0,0,1,0
46,1,8,0,0,4,0
43,1,10,1,0,0,0
34,1,12,0,0,0,0
25,1,12,0,0,0,0
59,1,12,0,0,2,0
49,1,12,1,0,0,0
29,1,12,0,0,14,0
29,1,12,1,0,3,0
30,1,12,0,0,4,0
43,1,12,0,0,0,0
24,1,11,0,0,1,0
34,1,12,0,0,30,0
34,1,12,0,0,0,0
39,1,12,0,0,3,0
23,1,12,0,0,3,0
31,1,12,0,0,1,0
35,1,10,0,0,0,0
29,1,11,0,0,10,0
37,1,10,0,0,3,0
30,1,12,0,0,0,0
24,1,11,1,0,0,0
38,1,9,0,0,0,0
30,1,12,0,0,5,0
22,1,10,0,0,10,0
28,1,11,0,0,4,0
40,1,12,0,0,0,0
45,1,12,0,0,0,0
41,1,12,0,0,0,0
37,1,9,0,0,0,0
39,1,12,0,0,1,0
31,1,12,0,0,0,0
32,1,11,0,0,1,0
37,1,6,0,0,0,0
29,1,12,0,0,0,0
42,1,9,0,0,0,0
42,1,10,0,0,0,0
32,1,11,0,0,0,0
40,1,15,0,0,0,0
46,1,10,1,0,0,0
40,1,12,0,0,20,0
26,1,11,0,0,0,0
54,1,12,0,0,1,0
25,1,12,0,0,0,0
24,1,12,0,0,50,0
41,1,12,0,0,0,0
54,1,12,1,0,0,0
59,1,20,0,0,6,0
48,1,9,0,0,0,0
55,1,10,0,0,0,0
28,1,11,0,0,0,0
27,1,12,1,0,5,0
27,1,12,0,1,0,0
23,1,12,0,1,0,0
29,1,12,0,0,0,0
25,1,12,1,0,0,0
38,1,10,1,0,2,0
47,1,15,0,0,0,0
54,1,6,0,0,2,0
41,1,9,0,0,2,0
29,1,10,0,0,0,0
37,1,11,1,0,0,0
33,1,12,0,0,0,0
47,1,12,0,0,5,0
53,1,11,0,0,0,0
24,1,5,1,0,0,0
49,1,15,0,0,0,0
46,1,12,0,0,1,0
30,1,10,0,1,20,0
23,1,11,0,0,3,0
59,1,14,0,0,0,0
32,1,12,0,0,2,0
22,1,10,1,0,3,0
51,1,12,0,0,4,0
30,1,11,0,0,2,0
59,1,12,0,0,2,0
41,1,9,1,0,0,0
47,1,10,0,0,3,0
30,1,9,0,0,0,0
19,1,9,0,0,3,0
52,1,9,1,0,4,0
23,1,11,0,0,0,0
52,1,17,0,0,0,0
52,1,17,0,0,0,0
46,1,12,0,0,0,0
60,1,12,0,0,0,0
26,1,11,0,0,10,0
33,1,12,0,0,0,0
61,1,11,0,0,0,0
60,1,12,1,0,1,0
48,1,12,0,0,0,0
37,1,12,0,0,2,0
44,1,16,0,0,5,0
36,1,8,0,0,20,0
28,1,12,0,0,0,0
29,1,12,0,0,2,0
24,1,10,0,0,2,0
41,1,17,0,0,0,0
36,1,12,0,0,0,0
37,1,12,0,0,2,0
31,1,12,0,0,0,0
26,1,11,1,0,6,0
41,1,12,0,0,5,0
35,1,12,0,0,4,0
28,1,12,0,0,2,0
53,1,10,0,0,4,0
41,1,12,0,0,8,0
40,1,17,1,0,15,0
43,1,11,0,0,18,0
49,1,12,0,0,1,0
59,1,11,0,0,0,0
31,1,9,0,0,0,0
43,1,12,1,0,0,0
29,1,17,0,0,0,0
52,1,12,0,0,1,0
60,1,12,0,0,0,0
32,1,8,0,0,2,0
20,1,11,0,0,0,0
23,1,12,1,0,0,0
37,1,12,0,0,0,0
33,1,10,0,0,3,0
41,1,12,0,0,0,0
34,1,12,0,0,2,0
34,1,12,0,0,0,0
48,1,9,0,0,0,0
45,1,12,1,0,0,0
28,1,8,1,0,0,0
24,1,12,1,1,0,0
27,1,12,0,0,10,0
36,1,9,1,1,0,0
54,1,12,0,0,0,0
29,1,12,1,1,2,0
36,1,11,0,0,4,0
31,1,10,0,0,3,0
51,1,9,0,1,2,0
29,1,11,1,0,0,0
28,1,12,0,0,3,0
24,1,12,1,0,0,0
36,1,12,1,1,0,0
32,1,11,1,0,0,0
51,1,12,1,0,0,0
23,1,10,0,0,0,0
35,1,10,1,1,3,0
36,1,12,0,1,0,0
36,1,9,0,1,0,0
36,1,12,1,1,0,0
36,1,10,0,1,0,0
33,1,12,0,0,0,0
43,1,12,0,1,0,0
46,1,12,0,1,3,0
27,1,12,0,0,0,0
50,1,11,0,0,0,0
37,1,12,0,0,2,0
29,1,11,0,0,0,0
32,1,12,0,1,0,0
22,1,12,0,0,0,0
41,1,12,0,1,2,0
28,1,10,1,0,0,0
45,1,12,1,0,0,0
36,1,12,1,1,0,0
48,1,12,1,0,0,0
29,1,12,1,0,0,0
